Ambient Temperature(C): 26.1
Ambient Pressure(in Hg): 30.06
30.06
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
57.10	30.10	25.60	12.40	1.00	49.89
57.20	30.10	25.60	12.40	1.00	49.99
57.30	30.10	25.60	12.40	1.00	50.08
57.40	30.10	25.60	13.10	1.10	50.05
57.50	30.10	25.60	12.80	1.10	49.99
57.60	30.00	25.60	12.70	0.70	50.04
57.70	30.20	25.70	13.30	0.80	49.98
57.80	30.20	25.70	13.10	1.30	49.96
57.90	30.10	25.50	13.30	0.80	49.92
58.00	30.20	25.60	13.60	0.80	49.92
58.10	30.20	25.60	13.60	0.80	49.85
58.20	30.10	25.70	13.60	0.80	49.87
58.30	30.10	25.70	14.20	1.00	49.80
58.40	30.00	25.50	13.90	1.00	49.82
58.50	30.00	25.50	14.40	0.80	49.81
58.60	30.20	25.60	14.10	0.50	49.81
58.70	30.20	25.60	14.40	0.80	49.86
58.80	30.20	25.60	14.50	0.80	49.91
58.90	30.30	25.70	14.50	1.10	50.01
59.00	30.20	25.70	14.80	1.00	50.00
59.10	30.20	25.70	14.80	1.00	49.96
59.20	30.30	25.70	15.10	1.60	50.04
59.30	30.30	25.70	15.30	0.50	50.04
59.40	30.30	25.70	14.80	1.00	49.98
59.50	30.40	25.80	15.10	1.00	49.99
59.60	30.40	25.60	15.60	0.80	50.06
59.70	30.40	25.60	15.60	1.00	50.18
59.80	30.30	25.60	15.70	0.80	50.25
59.90	30.20	25.60	15.70	1.30	50.50
60.00	30.20	25.60	15.70	1.30	50.37
60.10	30.20	25.60	15.70	1.10	50.65
60.20	30.30	25.50	15.70	1.30	50.41
60.30	30.30	25.50	16.40	2.00	50.40
60.40	30.30	25.60	16.10	1.00	50.51
60.50	30.30	25.50	16.10	1.30	50.46
60.60	30.30	25.50	16.70	1.00	50.34
60.70	30.20	25.70	16.20	0.80	50.21
60.80	30.30	25.60	16.50	0.80	50.23
60.90	30.40	25.70	16.50	0.80	50.17
61.00	30.40	25.70	16.80	1.30	50.11
61.10	30.40	25.70	17.30	0.80	50.12
61.20	30.20	25.50	16.80	1.00	50.06
61.30	30.20	25.50	17.10	0.80	50.07
61.40	30.40	25.50	17.00	1.10	50.04
61.50	30.40	25.70	17.40	1.00	50.00
61.60	30.30	25.50	17.80	1.10	49.95
61.70	30.30	25.50	17.90	0.80	49.92
61.80	30.40	25.70	17.90	0.80	49.89
61.90	30.40	25.70	17.40	0.80	49.89
62.00	30.30	25.50	18.10	1.40	49.81
62.10	30.50	25.60	18.10	1.00	49.86
62.20	30.50	25.60	18.70	1.40	49.79
62.30	30.40	25.50	18.20	0.80	49.74
62.40	30.40	25.60	18.20	0.80	49.75
62.50	30.40	25.60	18.50	0.80	49.73
62.60	30.40	25.60	18.40	1.00	49.70
62.70	30.40	25.60	18.40	1.00	49.68
62.80	30.30	25.60	18.50	1.00	49.67
62.90	30.50	25.70	18.70	1.00	49.60
63.00	30.50	25.50	19.30	1.00	49.65
63.10	30.50	25.50	18.80	1.00	49.79
63.20	30.30	25.60	19.40	1.10	49.65
63.30	30.50	25.60	19.30	1.30	49.65
63.40	30.50	25.60	19.30	0.80	49.65
63.50	30.60	25.70	19.60	1.00	49.79
63.60	30.60	25.70	19.60	1.00	49.85
63.70	30.30	25.60	19.30	1.00	49.96
63.80	30.50	25.60	19.80	0.70	49.93
63.90	30.50	25.60	19.60	0.70	49.89
64.00	30.50	25.60	20.10	0.80	49.91
64.10	30.40	25.50	20.80	1.00	49.91
64.20	30.40	25.50	20.20	1.00	49.93
64.30	30.50	25.50	20.50	1.10	50.00
64.40	30.50	25.50	20.80	1.30	49.95
64.50	30.60	25.70	20.70	1.10	49.92
64.60	30.60	25.50	21.10	0.80	49.96
64.70	30.60	25.50	21.00	0.70	49.95
64.80	30.50	25.50	20.80	1.10	49.95
64.90	30.60	25.70	20.50	1.00	49.89
65.00	30.60	25.70	20.80	0.80	49.94
65.10	30.60	25.70	21.30	0.80	49.89
65.20	30.60	25.80	21.30	1.40	49.92
65.30	30.60	25.80	21.40	0.80	49.89
65.40	30.50	25.50	21.40	0.80	49.92
65.50	30.50	25.60	21.90	1.10	49.83
65.60	30.50	25.60	22.50	1.00	49.89
65.70	30.60	25.50	21.90	0.80	49.85
65.80	30.60	25.70	21.30	1.00	49.93
65.90	30.60	25.70	22.50	0.80	49.81
66.00	30.60	25.70	22.20	1.10	49.93
66.10	30.70	25.70	22.40	1.30	49.85
66.20	30.50	25.50	20.80	0.80	49.88
66.30	30.50	25.50	22.50	0.40	49.95
66.40	30.70	25.50	22.40	1.00	49.91
66.50	30.60	25.60	22.70	1.00	49.92
66.60	30.60	25.60	22.70	1.00	49.93
66.70	30.60	25.60	23.10	1.30	49.94
66.80	30.60	25.60	23.10	1.00	49.94
66.90	30.60	25.60	23.40	1.90	49.91
67.00	30.60	25.50	23.60	1.00	49.91
67.10	30.60	25.70	23.60	1.00	49.93
67.20	30.60	25.70	24.50	0.80	49.89
67.30	30.60	25.70	23.80	0.70	49.91
67.40	30.60	25.70	23.90	0.80	49.85
67.50	30.60	25.70	23.90	1.00	49.92
67.60	30.60	25.60	23.60	1.00	49.88
67.70	30.70	25.60	23.90	0.70	49.87
67.80	30.70	25.60	23.90	1.30	49.89
67.90	30.80	25.80	24.10	1.40	49.78
68.00	30.60	25.60	24.10	1.40	49.85
68.10	30.60	25.60	24.40	0.80	49.91
68.20	30.70	25.60	24.50	1.10	49.93
68.30	30.60	25.60	24.40	1.10	49.93
68.40	30.60	25.60	25.10	1.30	49.98
68.50	30.70	25.60	25.10	1.30	50.10
68.60	30.80	25.60	24.80	1.30	49.98
68.70	30.80	25.60	25.80	0.70	50.04
68.80	30.60	25.60	25.30	1.00	50.04
68.90	30.70	25.60	25.30	1.00	50.06
69.00	30.70	25.60	25.10	1.00	50.04
69.10	30.70	25.70	25.10	1.00	49.94
69.20	30.70	25.60	25.80	1.10	49.98
69.30	30.70	25.60	25.80	0.50	49.99
69.40	30.70	25.50	26.10	1.30	49.99
69.50	30.60	25.50	26.70	1.00	50.02
69.60	30.60	25.50	25.90	1.30	49.96
69.70	30.80	25.60	26.40	0.40	49.98
69.80	30.80	25.70	26.40	0.40	49.88
69.90	30.80	25.70	27.00	0.80	49.89
70.00	30.80	25.60	26.50	1.40	49.91
70.10	30.80	25.60	27.00	0.20	49.95
70.20	30.80	25.70	27.00	0.70	49.89
70.30	30.80	25.60	26.70	1.10	49.93
70.40	30.80	25.60	27.00	0.80	49.93
70.50	30.80	25.60	27.00	1.40	49.89
70.60	30.70	25.60	27.10	1.00	49.85
70.70	30.70	25.60	27.10	1.00	49.93
70.80	30.70	25.60	27.80	1.00	49.93
70.90	30.90	25.60	27.50	1.40	49.91
71.00	30.90	25.70	27.90	1.60	49.93
71.10	30.90	25.70	27.80	1.00	49.98
71.20	30.80	25.70	27.50	1.30	49.85
71.30	30.70	25.60	27.90	1.00	50.02
71.40	30.70	25.60	28.10	0.70	49.98
71.50	30.90	25.70	28.20	0.70	49.98
71.60	30.90	25.60	28.20	0.70	50.06
71.70	30.90	25.60	28.10	0.80	50.05
71.80	30.80	25.60	28.20	0.70	50.00
71.90	30.80	25.60	28.40	1.00	49.98
72.00	30.80	25.60	28.70	1.40	50.01
72.10	30.80	25.80	28.80	0.80	49.94
72.20	30.80	25.60	28.70	0.80	49.95
72.30	30.80	25.60	29.10	1.00	49.96
72.40	30.80	25.70	28.80	0.80	49.92
72.50	30.80	25.70	28.80	0.80	49.88
72.60	30.80	25.70	29.60	0.80	49.88
72.70	30.90	25.80	30.40	0.80	49.89
72.80	30.90	25.80	29.80	1.40	49.86
72.90	30.80	25.60	29.60	0.50	49.91
73.00	30.80	25.70	29.60	0.80	49.83
73.10	30.80	25.70	29.30	1.10	49.82
73.20	30.70	25.70	30.20	0.80	49.83
73.30	30.80	25.60	30.20	0.80	49.79
73.40	30.80	25.60	30.20	0.80	49.75
73.50	31.00	25.60	30.40	0.70	49.85
73.60	30.90	25.60	30.50	-0.70	49.79
73.70	30.90	25.60	31.10	1.00	49.86
73.80	30.80	25.60	30.50	0.70	49.82
73.90	30.90	25.70	30.70	0.80	49.91
74.00	30.90	25.60	31.90	0.70	49.93
74.10	30.90	25.60	30.70	1.00	49.91
74.20	30.80	25.60	30.80	0.80	49.89
74.30	30.80	25.60	30.80	0.80	49.94
74.40	30.90	25.70	31.00	1.40	50.05
74.50	31.00	25.70	31.60	1.10	50.06
74.60	31.00	25.70	31.50	0.40	49.98
74.70	30.90	25.70	31.90	1.10	49.96
74.80	30.90	25.60	32.10	1.00	49.95
74.90	30.90	25.60	31.90	0.80	50.02
75.00	30.90	25.50	32.40	0.80	49.91
75.10	30.90	25.70	31.90	1.30	49.93
75.20	30.90	25.70	31.90	1.30	50.00
75.30	30.80	25.60	32.50	1.10	49.93
75.40	30.80	25.60	32.20	1.00	49.92
75.50	30.80	25.60	32.70	1.00	49.95
75.60	30.80	25.60	32.80	1.40	49.94
75.70	30.90	25.70	32.10	0.80	49.92
75.80	30.90	25.70	32.70	1.10	50.00
75.90	30.80	25.70	33.10	1.00	49.91
76.00	30.70	25.70	33.10	1.00	49.93
76.10	30.70	25.70	33.10	1.00	49.99
76.20	30.80	25.70	33.00	1.00	49.88
76.30	30.80	25.70	33.30	0.70	49.88
76.40	30.90	25.70	33.60	0.50	49.82
76.50	31.00	25.60	34.10	0.70	49.86
76.60	31.00	25.60	33.90	1.30	49.86
76.70	30.90	25.70	33.60	1.10	49.85
76.80	30.80	25.70	33.50	1.10	49.93
76.90	30.80	25.50	34.10	1.30	49.86
77.00	30.80	25.50	34.10	1.30	49.89
77.10	30.90	25.80	34.40	0.70	49.89
77.20	31.00	25.70	34.40	0.50	49.89
77.30	31.00	25.70	34.40	0.80	49.98
77.40	31.00	25.70	34.10	1.00	49.99
77.50	31.00	25.80	34.40	1.00	50.11
77.60	31.00	25.80	34.70	1.00	49.98
77.70	30.80	25.60	34.80	0.80	50.07
77.80	31.00	25.60	34.80	0.80	49.93
77.90	31.00	25.60	34.80	0.80	49.94
78.00	30.90	25.70	35.20	0.80	49.89
78.10	31.00	25.80	34.40	1.10	49.99
78.20	30.90	25.80	35.50	1.10	49.98
78.30	30.90	25.80	35.60	1.00	49.91
78.40	30.80	25.60	35.90	1.30	49.89
78.50	30.80	25.60	35.60	0.80	49.89
78.60	30.80	25.60	35.90	1.70	49.95
78.70	31.00	25.70	36.20	0.80	50.00
78.80	31.00	25.70	35.90	1.10	49.88
78.90	30.90	25.70	36.10	1.00	49.85
79.00	30.90	25.60	36.70	1.30	49.92
79.10	30.90	25.60	35.90	1.10	49.92
79.20	30.90	25.60	36.40	1.10	49.88
79.30	30.90	25.70	36.80	-1.00	49.87
79.40	30.90	25.70	36.80	0.50	49.98
79.50	31.00	25.70	36.70	0.70	49.93
79.60	30.80	25.60	36.70	0.70	49.92
79.70	30.80	25.60	37.00	0.70	49.88
79.80	30.80	25.70	37.00	1.00	49.88
79.90	30.80	25.60	37.00	1.10	49.80
80.00	30.80	25.60	37.50	1.00	49.89
80.10	31.00	25.70	37.80	1.30	49.85
80.20	31.00	25.80	37.50	1.10	49.86
80.30	31.00	25.80	37.50	0.50	50.00
80.40	31.00	25.70	38.20	0.80	50.00
80.50	31.10	25.80	38.20	0.80	49.96
80.60	31.10	25.80	38.10	1.10	49.93
80.70	30.90	25.70	38.40	1.00	50.05
80.80	30.90	25.70	38.20	0.70	49.96
80.90	31.00	25.60	38.50	1.90	49.91
81.00	30.90	25.70	38.50	0.70	49.98
81.10	30.90	25.70	38.50	1.10	49.96
81.20	31.00	25.70	38.50	1.10	49.99
81.30	31.00	25.70	39.30	1.00	49.98
81.40	30.90	25.60	39.30	1.00	49.92
81.50	31.00	25.80	39.00	0.80	49.95
81.60	31.00	25.80	38.80	1.00	49.93
81.70	30.90	25.70	39.20	0.50	49.81
81.80	30.90	25.60	38.70	1.10	49.87
81.90	30.90	25.60	39.50	1.30	49.83
82.00	31.00	25.70	40.70	0.80	49.86
82.10	30.80	25.60	39.50	1.10	49.92
82.20	30.80	25.60	39.60	0.80	49.95
82.30	30.90	25.60	39.60	0.80	49.88
82.40	30.80	25.60	39.90	1.40	49.89
82.50	30.80	25.60	40.20	0.80	49.86
82.60	30.90	25.60	40.40	0.70	49.95
82.70	30.90	25.60	40.40	0.70	49.94
82.80	30.90	25.50	39.90	1.10	44.96
82.90	30.80	25.60	40.50	1.00	45.13
83.00	30.80	25.60	41.00	0.80	46.07
83.10	30.80	25.60	40.20	0.80	47.29
83.20	30.80	25.70	40.20	0.80	50.70
83.30	30.60	25.60	40.40	1.00	48.00
83.40	30.60	25.60	40.40	0.70	47.72
83.50	30.50	25.70	39.60	0.80	50.59
83.60	30.50	25.70	39.90	0.50	47.30
83.70	30.40	25.80	39.90	1.00	44.81
83.80	30.50	25.80	40.10	1.30	34.17
83.90	30.50	25.80	40.10	1.10	16.10
84.00	30.30	25.80	40.10	0.20	11.96
84.10	30.20	25.70	40.10	0.20	9.33
84.20	30.20	25.70	39.80	0.70	7.46
84.30	30.10	25.70	39.90	1.30	6.10
84.40	30.00	25.70	39.80	0.80	5.17
84.50	30.00	25.80	39.50	0.50	4.46
84.60	30.00	25.80	39.90	1.30	3.84
84.70	29.90	25.70	39.90	0.80	3.33
84.80	29.90	25.70	39.80	1.10	2.98
84.90	29.90	25.70	39.90	1.00	2.68
85.00	29.90	25.80	39.90	1.00	2.33
85.10	29.90	25.80	39.80	0.80	2.14
85.20	29.70	25.70	39.90	0.70	1.93
85.30	29.70	25.70	39.60	1.00	1.78
85.40	29.70	25.70	39.60	1.00	1.66
85.50	29.90	25.80	39.80	0.70	1.47
85.60	29.70	25.70	39.20	0.70	1.33
85.70	29.70	25.70	39.80	1.10	1.22
85.80	29.70	25.70	39.50	1.30	1.12
85.90	29.60	25.70	39.50	1.30	1.05
86.00	29.60	25.70	39.50	1.00	0.98
86.10	29.40	25.70	39.80	1.30	0.96
86.20	29.50	25.70	39.90	1.60	0.86
86.30	29.50	25.70	39.50	1.10	0.84
86.40	29.40	25.60	39.90	1.10	0.77
86.50	29.50	25.70	39.60	0.80	0.70
86.60	29.40	25.70	39.50	0.80	0.67
86.70	29.40	25.70	39.30	1.00	0.63
86.80	29.50	25.60	39.30	1.00	0.60
86.90	29.50	25.60	39.30	1.30	0.63
87.00	29.40	25.60	39.60	0.70	0.56
87.10	29.30	25.60	39.50	1.10	0.51
87.20	29.30	25.60	39.60	1.30	0.49
87.30	29.30	25.70	39.80	1.60	0.43
87.40	29.40	25.70	39.30	1.10	0.46
87.50	29.40	25.70	39.60	1.00	0.45
87.60	29.30	25.60	39.80	1.10	0.43
87.70	29.20	25.70	39.80	1.10	0.43
87.80	29.20	25.50	39.90	1.40	0.38
87.90	29.20	25.50	39.60	1.30	0.40
88.00	29.20	25.70	40.20	1.10	0.34
88.10	29.20	25.60	39.50	1.00	0.40
88.20	29.20	25.60	39.60	1.10	0.40
88.30	29.10	25.70	39.80	1.30	0.38
88.40	29.20	25.70	39.90	1.10	0.34
88.50	29.20	25.70	39.20	1.00	0.36
88.60	29.20	25.70	39.20	1.00	0.38
88.70	29.10	25.70	39.90	1.10	0.34
88.80	29.10	25.70	37.60	1.10	0.36
88.90	29.00	25.60	39.50	1.40	0.31
89.00	29.10	25.70	39.60	0.70	0.31
89.10	29.10	25.70	38.50	1.00	0.28
89.20	29.10	25.70	39.80	1.10	0.31
89.30	29.10	25.70	39.60	1.00	0.33
89.40	29.10	25.70	39.50	1.30	0.31
89.50	29.00	25.60	39.50	1.30	0.28
89.60	29.00	25.70	39.90	0.50	0.31
89.70	29.00	25.70	38.80	0.80	0.31
89.80	29.00	25.60	40.10	1.00	0.31
89.90	29.00	25.80	39.30	1.10	0.31
90.00	29.00	25.80	39.80	1.40	0.28
90.10	29.00	25.60	39.30	0.80	0.31
90.20	29.00	25.70	39.50	1.10	0.28
90.30	29.00	25.70	39.50	0.80	0.28
90.40	28.90	25.70	39.50	0.80	0.28
90.50	29.00	25.60	39.30	0.70	0.28
90.60	29.00	25.60	40.10	1.00	0.26
90.70	29.00	25.70	39.50	0.80	0.31
90.80	28.90	25.70	39.80	0.80	0.26
90.90	28.90	25.70	39.60	0.80	0.28
91.00	28.90	25.60	39.80	1.10	0.26
91.10	28.90	25.80	40.10	0.70	0.26
91.20	28.90	25.80	39.30	1.00	0.26
91.30	28.80	25.70	39.30	1.00	0.31
91.40	28.80	25.70	39.60	1.30	0.24
91.50	28.80	25.70	39.60	1.30	0.26
91.60	28.80	25.70	39.90	0.80	0.31
91.70	28.90	25.80	39.60	0.80	0.24
91.80	28.90	25.80	38.20	1.30	0.28
91.90	28.90	25.70	39.80	0.70	0.24
92.00	28.80	25.60	39.60	1.10	0.26
92.10	28.80	25.60	39.80	1.00	0.26
92.20	28.90	25.70	39.80	1.00	0.24
92.30	28.90	25.70	39.90	0.50	0.26
92.40	28.70	25.60	39.20	1.30	0.26
92.50	28.80	25.70	40.50	0.70	0.26
92.60	28.80	25.70	39.80	0.80	0.26
92.70	28.80	25.70	39.50	1.00	0.26
92.80	28.80	25.60	40.10	1.30	0.26
92.90	28.60	25.60	39.50	1.10	0.26
93.00	28.60	25.60	39.90	1.10	0.24
93.10	28.70	25.80	39.90	1.10	0.31
93.20	28.70	25.70	39.50	0.70	0.24
93.30	28.70	25.70	39.50	0.00	0.21
93.40	28.70	25.60	39.30	1.10	0.19
93.50	28.80	25.70	39.50	1.00	0.26
93.60	28.80	25.70	39.50	1.10	0.21
93.70	28.80	25.70	39.50	1.00	0.24
93.80	28.70	25.60	39.60	1.10	0.21
93.90	28.70	25.60	39.60	1.00	0.21
94.00	28.70	25.80	39.60	1.00	0.24
94.10	28.70	25.70	39.80	0.80	0.26
94.20	28.70	25.70	39.60	1.10	0.21
94.30	28.60	25.70	39.60	1.40	0.21
94.40	28.70	25.70	39.50	0.20	0.24
94.50	28.70	25.70	39.80	0.70	0.24
94.60	28.60	25.80	39.90	0.70	0.26
94.70	28.70	25.70	39.50	1.40	0.24
94.80	28.70	25.70	39.80	0.40	0.21
94.90	28.50	25.60	39.80	0.40	0.19
95.00	28.50	25.60	39.60	1.10	0.21
95.10	28.50	25.70	39.30	2.00	0.26
95.20	28.60	25.60	39.50	0.80	0.21
95.30	28.60	25.80	39.80	0.50	0.24
95.40	28.60	25.80	39.30	2.50	0.24
95.50	28.50	25.70	39.60	1.10	0.24
95.60	28.50	25.70	39.60	1.10	0.21
95.70	28.50	25.70	39.50	1.00	0.26
95.80	28.50	25.70	39.50	1.00	0.26
95.90	28.60	25.70	40.10	1.00	0.24
96.00	28.60	25.70	39.30	0.70	0.26
96.10	28.40	25.60	39.30	1.10	0.21
96.20	28.60	25.70	39.60	1.00	0.21
96.30	28.60	25.70	39.30	1.10	0.24
96.40	28.60	25.70	39.30	1.00	0.24
96.50	28.40	25.70	39.80	1.30	0.26
96.60	28.40	25.70	39.50	1.00	0.21
96.70	28.50	25.80	39.50	1.00	0.19
96.80	28.50	25.80	39.90	0.80	0.19
96.90	28.50	25.80	39.30	1.40	0.19
97.00	28.30	25.60	39.00	1.30	0.21
97.10	28.50	25.80	39.50	1.30	0.24
97.20	28.50	25.80	39.80	2.00	0.24
97.30	28.40	25.80	39.20	1.00	0.21
97.40	28.50	25.70	39.60	1.00	0.24
97.50	28.50	25.70	40.40	1.10	0.26
97.60	28.50	25.80	40.40	1.10	0.21
97.70	28.50	25.70	39.30	0.80	0.24
97.80	28.40	25.80	39.80	1.40	0.21
97.90	28.40	25.80	39.60	1.00	0.21
98.00	28.50	25.80	39.60	1.00	0.21
98.10	28.50	25.80	40.20	1.00	0.19
98.20	28.50	25.70	40.10	1.00	0.21
98.30	28.30	25.80	39.80	0.80	0.21
98.40	28.30	25.80	40.10	1.10	0.19
98.50	28.40	25.60	40.10	1.10	0.21
98.60	28.40	25.70	39.60	1.30	0.21
98.70	28.40	25.70	39.50	0.70	0.19
98.80	28.40	25.70	39.30	0.80	0.21
98.90	28.40	25.70	39.60	1.10	0.19
99.00	28.40	25.70	39.80	1.30	0.21
99.10	28.30	25.60	39.80	0.70	0.26
99.20	28.40	25.70	39.80	1.00	0.21
99.30	28.40	25.70	39.80	1.10	0.21
99.40	28.30	25.70	39.80	1.10	0.21
99.50	28.30	25.70	39.90	-0.90	0.19
99.60	28.30	25.70	39.50	0.80	0.21
99.70	28.40	25.70	40.10	1.00	0.21
99.80	28.40	25.70	39.30	0.80	0.19
99.90	28.40	25.90	39.50	1.10	0.21
100.00	28.30	25.60	39.60	0.70	0.21
100.10	28.30	25.60	39.30	0.80	0.26
100.20	28.30	25.70	39.30	0.80	0.19
100.30	28.30	25.70	39.60	1.30	0.21
100.40	28.30	25.80	39.90	1.10	0.19
100.50	28.20	25.80	39.80	1.00	0.21
100.60	28.20	25.60	39.90	-0.40	0.19
100.70	28.20	25.60	39.90	1.10	0.19
100.80	28.30	25.70	39.60	1.40	0.21
100.90	28.30	25.70	39.80	1.00	0.19
101.00	28.20	25.70	39.60	0.70	0.21
101.10	28.10	25.60	39.80	0.40	0.21
101.20	28.20	25.70	39.60	0.50	0.21
101.30	28.20	25.70	40.40	0.80	0.21
101.40	28.30	25.80	39.50	0.40	0.21
101.50	28.30	25.80	39.20	0.80	0.21
101.60	28.20	25.70	39.50	1.00	0.19
101.70	28.20	25.80	39.50	1.00	0.19
101.80	28.20	25.70	39.90	1.30	0.19
101.90	28.20	25.70	39.30	1.00	0.24
102.00	28.30	25.80	39.80	1.60	0.19
102.10	28.30	25.80	39.60	1.00	0.21
102.20	28.30	25.80	39.60	0.80	0.14
102.30	28.10	25.60	39.50	0.80	0.19
102.40	28.20	25.70	39.30	1.40	0.21
102.50	28.20	25.70	39.50	0.80	0.19
102.60	28.20	25.70	39.50	1.10	0.19
102.70	28.20	25.70	39.00	1.00	0.19
102.80	28.20	25.70	38.70	0.80	0.21
102.90	28.10	25.70	38.70	0.80	0.21
103.00	28.20	25.70	39.30	1.10	0.21
103.10	28.20	25.70	39.60	1.40	0.19
103.20	28.20	25.70	39.60	1.40	0.24
103.30	28.10	25.70	39.80	1.00	0.21
103.40	28.10	25.70	39.80	1.30	0.19
103.50	28.10	25.70	39.00	1.00	0.21
103.60	28.10	25.70	39.60	1.40	0.21
103.70	28.10	25.70	39.80	1.00	0.21
103.80	28.10	25.70	39.80	1.00	0.19
103.90	28.20	25.80	39.50	0.80	0.19
104.00	28.10	25.90	39.60	1.00	0.21
104.10	28.10	25.90	39.80	1.30	0.19
104.20	28.10	25.70	39.30	1.00	0.21
104.30	28.10	25.80	39.90	0.80	0.21
104.40	28.10	25.80	39.50	1.10	0.19
104.50	28.10	25.70	39.30	1.00	0.24
104.60	28.20	25.80	39.60	1.30	0.19
104.70	28.20	25.80	39.60	1.30	0.21
104.80	28.00	25.70	39.80	0.70	0.21
104.90	28.00	25.70	39.30	1.10	0.24
105.00	28.00	25.70	39.30	1.10	0.21
105.10	28.10	25.90	39.50	1.10	0.21
105.20	28.10	25.70	39.90	0.80	0.21
105.30	28.10	25.70	39.20	1.00	0.24
105.40	28.00	25.80	39.90	1.00	0.19
105.50	28.00	25.80	39.60	1.00	0.19
105.60	28.00	25.80	39.60	1.00	0.26
105.70	28.10	25.80	39.50	1.00	0.19
105.80	28.00	25.60	39.20	1.00	0.21
105.90	27.90	25.60	39.20	1.30	0.21
106.00	27.90	25.60	39.30	1.30	0.24
106.10	27.90	25.80	39.60	1.10	0.21
106.20	27.90	25.80	39.80	0.80	0.19
106.30	28.10	25.70	39.50	1.30	0.19
106.40	28.00	25.70	39.50	0.80	0.19
106.50	28.00	25.70	39.50	0.80	0.19
106.60	28.00	25.80	39.30	0.80	0.21
106.70	28.20	25.90	39.30	0.70	0.21
106.80	28.00	25.80	39.50	0.50	0.17
106.90	28.00	25.80	39.30	1.30	0.17
107.00	28.00	25.70	39.80	0.80	0.19
107.10	27.80	25.60	39.80	1.10	0.19
107.20	27.80	25.60	39.50	1.00	0.21
107.30	28.00	25.80	39.50	0.80	0.19
107.40	28.00	25.80	39.50	0.80	0.21
107.50	27.90	25.60	39.60	1.00	0.24
107.60	27.90	25.70	39.50	0.80	0.17
107.70	28.10	25.80	39.80	0.80	0.17
107.80	28.10	25.80	39.60	1.10	0.17
107.90	28.00	25.80	39.90	1.10	0.19
108.00	28.00	25.80	39.30	1.30	0.19
108.10	28.00	25.70	39.90	0.80	0.17
108.20	28.00	25.70	39.60	0.80	0.21
108.30	28.00	25.70	39.50	1.10	0.21
108.40	27.90	25.70	39.50	1.60	0.19
108.50	28.00	25.60	39.60	1.10	0.19
108.60	28.00	25.70	39.80	0.80	0.17
108.70	28.00	25.70	39.60	1.10	0.19
108.80	27.90	25.70	39.60	0.80	0.21
108.90	28.00	25.80	39.30	1.00	0.19
109.00	28.00	25.80	39.80	0.80	0.17
109.10	27.90	25.80	39.80	1.00	0.19
109.20	27.90	25.80	39.60	1.30	0.19
109.30	27.90	25.80	39.90	0.80	0.14
109.40	27.90	25.70	39.50	1.00	0.19
109.50	27.90	25.70	39.80	0.70	0.21
109.60	27.90	25.70	40.10	0.80	0.17
109.70	27.90	25.60	39.50	1.00	0.19
109.80	27.90	25.60	39.80	1.00	0.19
109.90	27.90	25.70	39.00	1.10	0.19
110.00	27.80	25.70	39.00	1.10	0.14
110.10	27.80	25.70	39.50	1.10	0.19
110.20	27.90	25.80	39.60	0.80	0.19
110.30	27.80	25.60	39.30	1.00	0.17
110.40	27.80	25.60	39.20	1.10	0.21
110.50	27.80	25.70	39.80	1.00	0.14
110.60	27.90	25.80	39.50	1.30	0.14
110.70	27.90	25.80	39.30	1.00	0.14
110.80	27.80	25.80	39.60	0.70	0.19
110.90	27.90	25.80	39.60	0.70	0.19
111.00	27.90	25.80	39.30	0.80	0.19
111.10	28.00	25.70	39.90	1.00	0.19
111.20	28.00	25.70	39.60	1.40	0.21
111.30	27.80	25.70	39.80	1.30	0.14
111.40	27.80	25.60	39.60	0.80	0.17
111.50	27.80	25.60	39.50	1.10	0.19
111.60	27.80	25.80	39.90	0.80	0.17
111.70	27.80	25.80	40.10	1.00	0.19
111.80	27.80	25.70	40.10	1.00	0.21
111.90	27.80	25.80	39.50	1.10	0.19
112.00	27.80	25.80	39.50	1.30	0.19
112.10	27.80	25.70	39.60	1.10	0.19
112.20	27.90	25.70	39.90	1.30	0.21
112.30	27.90	25.70	39.30	0.80	0.19
112.40	27.90	25.70	37.80	1.30	0.19
112.50	27.80	25.80	39.30	1.00	0.19
112.60	27.80	25.80	39.60	0.70	0.21
112.70	27.90	25.80	39.60	0.70	0.21
112.80	27.90	25.80	39.90	0.70	0.19
112.90	27.90	25.80	39.80	0.80	0.19
113.00	27.80	25.70	39.60	0.80	0.14
113.10	27.90	25.80	39.90	1.00	0.21
113.20	27.90	25.80	39.30	1.00	0.17
113.30	27.90	25.80	39.30	1.00	0.19
113.40	27.90	25.80	39.80	-0.30	0.21
113.50	27.90	25.80	39.80	1.00	0.19
113.60	27.90	25.70	39.80	1.00	0.17
113.70	27.90	25.70	39.60	1.30	0.19
113.80	27.90	25.80	39.80	1.00	0.14
113.90	27.70	25.70	39.20	0.70	0.14
114.00	27.80	25.80	39.50	1.30	0.12
114.10	27.80	25.80	39.60	0.70	0.17
114.20	27.80	25.70	39.60	0.80	0.14
114.30	27.80	25.70	39.50	0.80	0.14
114.40	27.80	25.80	39.60	1.10	0.19
114.50	27.70	25.70	39.60	1.10	0.17
114.60	27.70	25.70	39.60	2.20	0.14
114.70	27.70	25.70	39.50	1.30	0.19
114.80	27.70	25.70	39.80	0.20	0.17
114.90	27.70	25.70	39.60	1.10	0.14
