Ambient Temperature(C): 26.1
Ambient Pressure(in Hg): 30.06
30.06
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
57.90	30.60	25.00	40.40	1.70	49.94
58.00	30.60	25.00	40.40	1.70	49.88
58.10	30.60	25.00	41.00	1.40	49.88
58.20	30.60	25.00	41.00	1.40	48.56
58.30	30.60	25.10	40.40	2.20	45.04
58.40	30.50	25.00	40.50	1.70	44.90
58.50	30.20	24.90	40.50	1.90	47.79
58.60	30.20	24.90	41.00	1.70	48.12
58.70	30.40	25.10	39.50	1.90	47.87
58.80	30.20	25.00	40.70	1.40	50.33
58.90	30.20	25.00	40.80	1.70	48.44
59.00	30.00	25.00	40.20	1.40	47.90
59.10	30.20	25.10	40.20	1.40	46.27
59.20	30.20	25.10	40.80	1.60	43.09
59.30	29.90	24.90	40.70	1.60	23.31
59.40	29.90	25.10	40.50	2.20	14.26
59.50	29.90	25.10	40.40	1.60	10.76
59.60	29.70	25.00	39.90	1.60	8.45
59.70	29.80	25.00	40.40	1.70	6.84
59.80	29.80	25.00	40.40	1.70	5.77
59.90	29.70	25.00	40.40	1.70	4.82
60.00	29.60	25.10	40.50	1.40	4.12
60.10	29.60	25.10	38.50	1.90	3.63
60.20	29.50	25.10	40.40	1.40	3.24
60.30	29.50	25.00	40.50	1.90	2.89
60.40	29.50	25.00	38.40	1.90	2.59
60.50	29.50	25.00	40.40	1.60	2.29
60.60	29.50	25.00	40.40	1.40	2.12
60.70	29.40	25.00	40.40	1.60	1.94
60.80	29.30	25.00	40.40	1.60	1.80
60.90	29.30	25.00	40.40	1.40	1.59
61.00	29.20	25.10	40.20	1.70	1.47
61.10	29.30	25.10	40.50	1.70	1.35
61.20	29.20	25.00	40.40	1.40	1.28
61.30	29.20	25.00	39.90	1.90	1.20
61.40	29.20	25.00	40.10	1.40	1.08
61.50	29.20	25.00	39.90	1.60	1.01
61.60	29.00	25.00	40.70	1.70	0.94
61.70	29.10	25.00	40.70	1.70	0.91
61.80	29.10	25.00	40.70	0.80	0.86
61.90	29.20	25.20	39.90	1.40	0.82
62.00	29.00	25.00	39.90	1.40	0.75
62.10	29.00	25.00	40.20	2.50	0.72
62.20	29.10	24.90	40.20	1.70	0.72
62.30	28.90	25.00	40.80	1.70	0.60
62.40	28.90	25.00	40.10	1.60	0.58
62.50	29.10	25.00	40.40	1.70	0.58
62.60	29.00	25.00	40.40	1.70	0.51
62.70	29.00	25.00	39.90	1.60	0.54
62.80	28.90	25.10	40.50	1.70	0.56
62.90	28.90	25.10	39.90	2.00	0.46
63.00	28.90	25.10	40.10	1.70	0.51
63.10	28.80	25.00	40.20	1.30	0.46
63.20	28.80	25.00	40.10	1.70	0.45
63.30	28.80	25.00	40.50	1.70	0.46
63.40	28.90	25.10	40.20	1.90	0.40
63.50	28.90	25.10	40.20	1.90	0.43
63.60	28.80	25.00	39.80	1.70	0.40
63.70	28.80	25.00	40.10	1.60	0.40
63.80	28.90	25.10	39.90	1.70	0.38
63.90	28.80	25.10	40.10	1.70	0.43
64.00	28.80	25.10	40.20	2.00	0.40
64.10	28.90	25.00	40.10	1.70	0.36
64.20	28.80	25.10	40.20	1.70	0.38
64.30	28.80	25.10	39.90	2.00	0.36
64.40	28.60	25.00	39.90	2.00	0.36
64.50	28.60	25.00	39.90	2.00	0.38
64.60	28.70	25.00	39.60	1.30	0.36
64.70	28.80	25.20	39.80	1.60	0.36
64.80	28.80	25.20	40.10	1.60	0.33
64.90	28.90	25.10	39.90	1.30	0.36
65.00	28.70	25.00	39.90	1.70	0.33
65.10	28.70	25.00	39.90	1.40	0.36
65.20	28.70	25.20	39.80	1.70	0.31
65.30	28.60	25.00	40.20	1.10	0.31
65.40	28.60	25.00	39.90	1.60	0.31
65.50	28.70	25.10	40.40	-0.60	0.36
65.60	28.60	25.00	39.90	1.70	0.31
65.70	28.60	25.00	40.50	1.40	0.31
65.80	28.50	25.10	40.40	1.30	0.36
65.90	28.50	24.90	40.50	1.40	0.33
66.00	28.50	24.90	38.40	2.20	0.31
66.10	28.60	25.00	38.40	2.20	0.31
66.20	28.70	25.10	41.20	1.30	0.33
66.30	28.70	25.10	39.80	1.90	0.28
66.40	28.50	25.00	40.10	1.30	0.31
66.50	28.50	25.00	40.40	1.40	0.31
66.60	28.50	25.00	39.60	1.70	0.33
66.70	28.60	25.00	39.90	1.70	0.28
66.80	28.60	25.10	40.20	1.60	0.28
66.90	28.60	25.10	39.90	1.40	0.31
67.00	28.40	24.90	39.90	1.40	0.28
67.10	28.60	25.10	40.10	1.90	0.33
67.20	28.60	25.10	39.80	1.60	0.28
67.30	28.40	25.10	40.40	1.90	0.33
67.40	28.50	25.10	39.00	1.90	0.36
67.50	28.50	25.10	40.40	1.70	0.36
67.60	28.30	25.00	39.90	1.70	0.31
67.70	28.60	25.10	39.90	1.70	0.33
67.80	28.60	25.10	40.10	2.40	0.33
67.90	28.30	24.90	40.10	2.40	0.31
68.00	28.40	25.00	39.90	1.60	0.28
68.10	28.50	25.20	40.20	1.30	0.33
68.20	28.50	25.20	40.20	1.40	0.28
68.30	28.30	25.00	40.20	0.40	0.31
68.40	28.40	25.00	39.80	1.60	0.28
68.50	28.40	25.00	40.10	3.00	0.31
68.60	28.50	25.10	39.80	1.60	0.28
68.70	28.50	25.10	39.90	1.60	0.28
68.80	28.50	25.10	39.90	1.60	0.31
68.90	28.30	25.10	40.10	1.40	0.26
69.00	28.40	25.00	40.20	1.60	0.28
69.10	28.40	25.00	40.10	1.30	0.26
69.20	28.40	25.00	40.40	1.90	0.31
69.30	28.40	25.00	39.90	2.00	0.26
69.40	28.40	25.00	40.10	1.90	0.28
69.50	28.30	25.10	39.80	1.60	0.28
69.60	28.40	25.10	39.80	1.60	0.33
69.70	28.40	25.10	40.20	1.70	0.31
69.80	28.40	25.10	39.80	1.90	0.28
69.90	28.20	25.00	39.60	1.90	0.28
70.00	28.20	25.00	39.90	1.40	0.28
70.10	28.30	25.00	40.20	1.70	0.28
70.20	28.30	25.20	39.60	1.70	0.28
70.30	28.30	25.20	40.70	1.60	0.28
70.40	28.20	25.20	40.40	1.40	0.31
70.50	28.20	25.10	40.40	1.40	0.28
70.60	28.20	25.10	39.90	1.70	0.28
70.70	28.30	25.10	39.90	1.70	0.28
70.80	28.30	25.10	39.80	1.90	0.26
70.90	28.20	25.00	39.60	1.40	0.28
71.00	28.20	25.20	40.10	1.90	0.31
71.10	28.20	25.20	39.90	1.90	0.26
71.20	28.20	25.10	40.20	1.40	0.24
71.30	28.00	25.00	38.40	1.60	0.28
71.40	28.10	25.10	38.40	1.60	0.28
71.50	28.10	25.10	40.10	1.40	0.26
71.60	28.20	25.00	39.90	1.90	0.28
71.70	28.10	25.00	39.80	2.00	0.28
71.80	28.10	25.00	39.90	1.90	0.28
71.90	28.20	25.20	40.10	1.90	0.26
72.00	28.10	25.00	40.20	2.20	0.33
72.10	28.10	25.00	40.10	1.60	0.28
72.20	28.10	25.10	40.40	1.70	0.31
72.30	28.20	25.10	40.40	1.70	0.28
72.40	28.20	25.10	39.90	1.40	0.31
72.50	28.10	25.10	39.90	2.00	0.28
72.60	28.20	25.10	40.10	1.70	0.31
72.70	28.20	25.10	40.20	1.70	0.31
72.80	28.20	25.10	40.20	1.60	0.28
72.90	28.10	25.10	39.90	1.70	0.28
73.00	28.10	25.10	40.10	1.90	0.24
73.10	28.10	25.10	40.20	1.60	0.28
73.20	28.10	25.00	40.20	1.60	0.24
73.30	28.10	25.00	40.10	1.60	0.28
73.40	28.10	25.20	40.10	1.70	0.26
73.50	28.10	25.00	38.20	1.90	0.24
73.60	28.10	25.00	39.80	1.60	0.28
73.70	28.00	25.10	39.90	1.40	0.24
73.80	28.00	25.00	40.10	1.70	0.26
73.90	28.00	25.00	39.90	1.60	0.24
74.00	27.90	25.00	39.90	1.90	0.00
74.10	27.90	25.10	39.90	1.90	0.00
74.20	27.90	25.10	39.60	1.90	0.00
74.30	28.00	25.10	39.60	1.40	0.00
74.40	28.00	25.10	40.10	2.00	0.00
74.50	28.00	25.10	40.20	1.70	0.00
74.60	28.10	25.00	39.90	1.70	0.00
74.70	28.10	25.20	39.90	2.00	0.00
74.80	28.10	25.20	39.80	1.70	0.00
74.90	28.00	25.00	40.80	1.40	0.00
75.00	27.90	25.00	40.80	1.40	0.00
75.10	27.90	25.00	39.50	1.60	0.00
75.20	28.10	25.10	39.90	1.60	0.00
75.30	28.10	25.00	39.90	1.60	0.00
75.40	28.10	25.00	40.40	1.40	0.00
75.50	28.10	25.10	40.40	1.60	0.00
75.60	28.10	25.20	39.80	1.60	0.00
75.70	28.10	25.20	40.10	1.90	0.00
75.80	27.90	25.00	40.10	1.40	0.00
75.90	27.90	25.00	40.10	1.40	0.00
76.00	27.90	25.00	40.10	1.30	0.00
76.10	27.90	25.20	39.60	2.00	0.00
76.20	27.90	25.10	40.10	1.60	0.00
76.30	27.90	25.10	40.20	1.90	0.00
76.40	27.80	25.00	39.90	1.40	0.00
76.50	27.90	25.10	39.90	1.60	0.00
76.60	27.90	25.10	40.10	1.70	0.00
76.70	27.90	25.00	40.10	1.70	0.00
76.80	27.80	25.10	40.10	1.70	0.00
76.90	27.80	25.10	39.90	1.70	0.00
77.00	28.00	25.10	40.10	1.60	0.00
77.10	27.80	25.10	39.80	1.60	0.00
77.20	27.80	25.10	40.10	1.40	0.00
77.30	27.90	25.10	40.40	1.40	0.00
77.40	27.90	25.10	39.60	1.60	0.00
77.50	27.90	25.10	39.80	1.60	0.00
77.60	27.80	25.10	40.20	1.70	0.00
77.70	27.80	25.10	40.20	1.70	0.00
77.80	27.80	25.10	39.80	1.70	0.00
77.90	27.70	25.10	39.80	1.70	0.00
78.00	27.80	25.10	40.40	1.60	0.00
78.10	27.80	25.10	40.10	1.60	0.00
78.20	27.90	25.10	39.90	1.60	0.00
78.30	27.90	25.10	39.90	1.60	0.00
78.40	27.90	25.10	40.40	1.60	0.00
78.50	27.80	25.00	39.90	1.70	0.00
78.60	28.00	25.10	39.90	1.70	0.00
78.70	28.00	25.10	39.90	1.90	0.00
78.80	27.80	25.10	40.10	1.60	0.00
78.90	27.80	25.00	40.10	2.00	0.00
79.00	27.80	25.00	39.90	1.60	0.00
79.10	27.70	25.10	39.80	2.00	0.00
79.20	27.80	25.10	39.80	1.40	0.00
79.30	27.80	25.10	40.10	3.00	0.00
79.40	27.80	25.20	41.00	1.70	0.00
79.50	27.70	25.10	40.20	1.40	0.00
79.60	27.70	25.10	40.20	1.40	0.00
79.70	27.80	25.10	39.80	1.70	0.00
79.80	27.80	25.10	40.40	2.40	0.00
79.90	27.80	25.10	39.90	1.60	0.00
80.00	27.80	25.10	40.10	1.70	0.00
80.10	27.80	25.10	39.90	1.90	0.00
80.20	27.80	25.10	39.60	2.00	0.00
80.30	27.70	25.10	40.10	1.40	0.00
80.40	27.70	25.00	40.20	1.60	0.00
80.50	27.70	25.00	40.20	1.60	0.00
80.60	27.70	25.10	40.20	2.20	0.00
80.70	27.90	25.10	40.10	1.60	0.00
80.80	27.90	25.10	39.80	1.70	0.00
80.90	27.70	25.00	39.60	1.70	0.00
81.00	27.70	25.10	40.10	1.60	0.00
81.10	27.70	25.10	40.10	1.40	0.00
81.20	27.80	25.20	39.90	1.70	0.00
81.30	27.80	25.20	39.90	1.70	0.00
81.40	27.80	25.20	40.40	1.70	0.00
81.50	27.80	25.00	40.10	1.10	0.00
81.60	27.80	25.10	40.10	1.70	0.00
81.70	27.80	25.10	40.10	1.60	0.00
81.80	27.70	25.10	40.10	1.60	0.00
81.90	27.70	25.20	40.10	1.40	0.00
82.00	27.70	25.20	40.10	1.70	0.00
82.10	27.80	25.20	40.40	1.70	0.00
82.20	27.70	25.10	40.40	1.70	0.00
82.30	27.70	25.10	40.40	1.60	0.00
82.40	27.50	25.20	39.80	1.90	0.00
82.50	27.70	25.10	39.80	1.70	0.00
82.60	27.70	25.10	39.90	1.90	0.00
82.70	27.70	25.10	40.20	1.60	0.00
82.80	27.70	25.10	40.20	1.70	0.00
82.90	27.70	25.10	40.10	1.70	0.00
83.00	27.70	25.20	39.90	2.40	0.00
83.10	27.60	25.20	39.90	2.40	0.00
83.20	27.60	25.20	40.10	1.60	0.00
83.30	27.80	25.10	39.80	1.30	0.00
83.40	27.60	25.20	39.90	1.60	0.00
83.50	27.60	25.20	39.80	1.70	0.00
83.60	27.70	25.30	40.20	1.60	0.00
83.70	27.70	25.10	40.10	2.20	0.00
83.80	27.70	25.10	39.90	1.60	0.00
83.90	27.70	25.00	40.40	1.10	0.00
84.00	27.60	25.10	40.10	1.70	0.00
84.10	27.60	25.10	39.90	2.00	0.00
84.20	27.70	25.10	40.10	1.30	0.00
84.30	27.60	25.10	39.90	1.60	0.00
84.40	27.60	25.10	39.50	1.90	0.00
84.50	27.50	25.20	40.20	1.60	0.00
84.60	27.60	25.10	39.80	2.00	0.00
84.70	27.60	25.10	39.90	1.90	0.00
84.80	27.60	25.10	40.20	1.30	0.00
84.90	27.70	25.30	40.10	1.60	0.00
85.00	27.70	25.30	40.10	1.60	0.00
85.10	27.60	25.10	40.10	1.90	0.00
85.20	27.70	25.20	39.90	1.90	0.00
85.30	27.70	25.20	40.20	2.00	0.00
85.40	27.60	25.10	39.80	1.40	0.00
85.50	27.60	25.10	39.60	1.60	0.00
85.60	27.60	25.10	40.20	1.90	0.00
85.70	27.60	25.20	39.90	2.00	0.00
85.80	27.60	25.10	39.80	1.40	0.00
85.90	27.60	25.10	40.10	1.70	0.00
86.00	27.60	25.20	39.80	1.40	0.00
86.10	27.50	25.10	40.10	1.60	0.00
86.20	27.50	25.10	39.90	1.70	0.00
86.30	27.50	25.10	40.20	1.60	0.00
86.40	27.60	25.10	40.20	1.60	0.00
86.50	27.60	25.10	40.10	1.30	0.00
86.60	27.50	25.10	40.10	1.40	0.00
86.70	27.50	25.10	40.10	1.40	0.00
86.80	27.50	25.10	39.80	1.60	0.00
86.90	27.50	25.10	40.20	-0.30	0.00
87.00	27.60	25.20	39.80	2.80	0.00
87.10	27.60	25.20	40.10	1.60	0.00
87.20	27.60	25.10	40.20	1.60	0.00
87.30	27.60	25.10	40.20	1.70	0.00
87.40	27.40	25.20	39.90	1.70	0.00
87.50	27.40	25.20	39.80	1.70	0.00
87.60	27.60	25.10	39.80	1.70	0.00
87.70	27.60	25.10	40.20	1.10	0.00
87.80	27.60	25.20	40.20	1.60	0.00
87.90	27.40	25.20	40.10	1.70	0.00
88.00	27.70	25.30	39.90	1.60	0.00
88.10	27.70	25.30	40.20	1.30	0.00
88.20	27.50	25.20	39.60	2.00	0.00
88.30	27.50	25.00	40.50	1.00	0.00
88.40	27.50	25.00	40.10	1.60	0.00
88.50	27.60	25.00	40.10	1.60	0.00
88.60	27.60	25.00	39.90	1.60	0.00
88.70	27.50	25.10	39.90	1.60	0.00
88.80	27.50	25.10	40.40	1.60	0.00
88.90	27.50	25.10	40.10	1.10	0.00
89.00	27.50	25.20	40.10	1.30	0.00
89.10	27.50	25.10	39.90	1.60	0.00
89.20	27.50	25.10	39.60	1.90	0.00
89.30	27.50	25.10	39.90	1.40	0.00
89.40	27.40	25.10	39.90	1.40	0.00
89.50	27.40	25.10	39.80	1.70	0.00
89.60	27.50	25.10	40.10	1.30	0.00
89.70	27.40	25.10	39.80	1.30	0.00
89.80	27.40	25.10	39.80	1.40	0.00
89.90	27.40	25.10	40.20	2.20	0.00
90.00	27.40	25.10	38.50	1.70	0.00
90.10	27.40	25.10	39.80	1.70	0.00
90.20	27.40	25.20	39.60	2.00	0.00
90.30	27.40	25.20	39.60	2.00	0.00
90.40	27.40	25.20	40.10	1.60	0.00
90.50	27.60	25.20	39.60	1.30	0.00
90.60	27.60	25.20	39.90	1.10	0.00
90.70	27.40	25.10	40.40	2.00	0.00
90.80	27.50	25.20	40.20	1.70	0.00
90.90	27.50	25.10	39.90	1.40	0.00
91.00	27.50	25.10	40.40	1.70	0.00
91.10	27.40	25.10	39.90	1.30	0.00
91.20	27.50	25.20	39.90	1.30	0.00
91.30	27.50	25.20	40.20	1.60	0.00
91.40	27.60	25.20	40.10	1.10	0.00
91.50	27.40	25.10	39.90	1.30	0.00
91.60	27.40	25.10	39.90	0.70	0.00
91.70	27.40	25.00	39.80	0.80	0.00
91.80	27.40	25.00	40.10	0.80	0.00
91.90	27.40	25.00	39.90	0.80	0.00
92.00	27.60	25.20	39.90	1.10	0.00
92.10	27.40	25.10	40.10	1.00	0.00
92.20	27.40	25.10	40.10	1.00	0.00
92.30	27.40	25.00	39.90	0.50	0.00
92.40	27.40	25.00	40.80	0.80	0.00
92.50	27.40	25.00	40.10	1.00	0.00
92.60	27.50	25.10	39.90	0.80	0.00
92.70	27.40	25.10	39.80	0.50	0.00
92.80	27.40	25.10	40.10	1.00	0.00
92.90	27.50	25.00	40.10	1.00	0.00
93.00	27.40	25.00	40.10	1.00	0.00
93.10	27.50	25.00	39.80	0.80	0.00
93.20	27.50	25.00	40.40	0.40	0.00
93.30	27.40	24.90	40.10	0.50	0.00
93.40	27.40	25.00	39.90	0.50	0.00
93.50	27.40	25.00	39.90	0.50	0.00
93.60	27.50	25.00	39.80	0.70	0.00
93.70	27.30	24.90	40.20	0.70	0.00
93.80	27.30	24.90	40.20	0.70	0.00
93.90	27.50	25.00	40.50	0.50	0.00
94.00	27.40	25.00	40.10	0.70	0.00
94.10	27.40	25.00	39.80	0.70	0.00
94.20	27.40	25.00	40.20	0.70	0.00
94.30	27.40	25.10	40.10	1.00	0.00
94.40	27.30	24.90	40.10	0.80	0.00
94.50	27.30	24.90	40.10	0.40	0.00
94.60	27.40	25.00	39.90	1.00	0.00
94.70	27.40	25.00	39.90	1.00	0.00
94.80	27.40	25.00	39.60	0.70	0.00
94.90	27.30	25.00	40.10	0.40	0.00
95.00	27.30	25.00	39.50	0.50	0.00
95.10	27.30	25.00	40.10	0.80	0.00
95.20	27.30	25.00	40.40	0.20	0.00
95.30	27.40	25.00	40.20	0.70	0.00
95.40	27.40	25.00	39.60	0.70	0.00
95.50	27.30	24.90	40.10	0.70	0.00
95.60	27.30	24.90	40.10	0.70	0.00
95.70	27.30	25.00	40.10	1.00	0.00
95.80	27.30	25.10	40.10	0.80	0.00
95.90	27.30	25.10	39.60	0.50	0.00
96.00	27.40	25.00	40.10	0.40	0.00
96.10	27.30	24.90	40.10	0.70	0.00
96.20	27.40	25.10	40.20	0.50	0.00
96.30	27.40	25.10	40.10	0.70	0.00
96.40	27.30	25.00	39.90	0.50	0.00
96.50	27.30	25.00	39.90	0.50	0.00
96.60	27.30	24.90	39.60	0.80	0.00
96.70	27.30	25.00	40.10	0.50	0.00
96.80	27.30	25.10	40.40	0.70	0.00
96.90	27.30	25.10	39.90	0.80	0.01
97.00	27.30	24.90	39.90	0.40	0.00
97.10	27.30	25.00	39.80	0.70	0.13
97.20	27.30	25.00	39.80	0.50	1.63
97.30	27.40	25.10	39.90	0.80	3.62
97.40	27.40	25.10	39.90	0.80	6.18
97.50	27.40	25.10	40.10	0.80	8.64
97.60	27.20	25.00	40.10	0.70	10.57
97.70	27.50	25.20	39.90	0.70	12.09
97.80	27.50	25.20	39.60	0.80	13.44
97.90	27.30	25.10	40.40	1.40	14.73
98.00	27.30	25.00	39.90	0.70	16.07
98.10	27.30	25.00	39.90	1.10	17.39
98.20	27.40	25.00	39.90	1.00	18.66
98.30	27.40	25.00	39.90	1.00	19.84
98.40	27.30	25.00	39.90	0.80	20.78
98.50	27.20	24.90	40.20	1.00	21.70
98.60	27.20	25.00	39.60	0.70	22.63
98.70	27.20	25.00	39.80	0.80	23.66
98.80	27.30	25.00	39.60	0.80	24.73
98.90	27.30	25.10	40.10	0.70	25.74
99.00	27.30	25.10	39.80	0.50	26.96
99.10	27.30	25.10	40.10	1.00	28.08
99.20	27.30	25.10	40.10	1.00	29.21
99.30	27.20	25.10	40.20	0.80	30.57
99.40	27.40	25.00	40.10	0.50	31.93
99.50	27.20	25.00	39.60	0.40	33.21
99.60	27.20	25.00	39.80	0.50	35.02
99.70	27.30	25.20	39.90	0.20	36.66
99.80	27.20	24.90	40.10	0.40	37.70
99.90	27.20	24.90	39.80	0.00	38.22
100.00	27.40	25.10	40.10	0.70	38.81
100.10	27.30	25.00	39.90	0.40	39.82
100.20	27.30	25.00	39.90	0.20	40.75
100.30	27.20	24.90	40.50	0.20	41.42
100.40	27.30	25.00	40.10	0.20	41.89
100.50	27.30	25.00	40.10	0.00	41.53
100.60	27.30	25.00	39.90	0.00	42.98
100.70	27.30	25.00	39.80	-0.10	43.96
100.80	27.30	25.00	39.90	0.00	44.78
100.90	27.30	25.00	39.90	0.00	45.52
101.00	27.30	25.00	40.10	-0.10	46.02
101.10	27.30	25.00	40.10	-0.10	47.08
101.20	27.30	25.00	40.40	0.20	47.67
101.30	27.30	25.00	40.10	0.00	48.41
101.40	27.40	24.90	39.90	-0.40	50.20
101.50	27.30	25.00	39.80	-0.40	50.79
101.60	27.30	25.00	39.80	-0.40	49.25
101.70	27.30	24.90	40.20	-2.60	48.88
101.80	27.20	24.80	40.20	-2.60	49.18
101.90	27.20	24.80	40.10	-0.40	48.90
102.00	27.30	24.80	39.90	0.00	48.30
102.10	27.30	24.80	40.10	-0.30	48.46
102.20	27.20	24.70	40.40	-1.00	48.40
102.30	27.20	24.60	39.60	-1.00	47.72
102.40	27.20	24.60	40.40	-1.00	46.84
102.50	27.20	24.70	40.10	-0.90	46.20
102.60	27.20	24.70	39.90	-1.00	44.19
102.70	27.20	24.70	39.90	-1.00	43.00
102.80	27.10	24.70	40.40	-0.40	42.42
102.90	27.30	24.80	40.40	-1.00	41.81
103.00	27.30	24.80	39.60	-1.30	41.27
103.10	27.30	24.70	40.10	-1.30	41.03
103.20	27.30	24.70	39.80	-1.20	40.84
103.30	27.30	24.70	40.10	-1.30	40.77
103.40	27.30	24.60	40.20	-1.50	40.62
103.50	27.20	24.70	39.60	-1.50	40.47
103.60	27.20	24.70	39.60	-1.50	40.45
103.70	27.20	24.60	39.60	-1.60	40.35
103.80	27.20	24.60	39.90	-2.10	40.35
103.90	27.20	24.60	39.60	-1.80	40.30
104.00	27.20	24.60	40.10	-1.60	40.30
104.10	27.10	24.50	39.90	-2.00	40.30
104.20	27.10	24.50	39.80	-1.60	40.28
104.30	27.20	24.70	40.20	-2.10	40.26
104.40	27.30	24.60	39.50	-1.50	40.28
104.50	27.30	24.60	39.50	-1.50	40.30
104.60	27.30	24.70	40.10	-2.30	40.28
104.70	27.30	24.60	39.90	-1.60	40.30
104.80	27.30	24.60	39.90	-2.10	40.26
104.90	27.30	24.50	40.10	-2.40	40.26
105.00	27.20	24.60	39.90	-2.30	40.26
105.10	27.30	24.50	39.60	-2.00	40.26
105.20	27.30	24.50	39.80	-2.40	40.29
105.30	27.20	24.50	39.60	-2.30	40.27
105.40	27.40	24.70	39.80	-2.60	40.30
105.50	27.40	24.70	40.20	-2.70	40.30
105.60	27.30	24.50	40.40	-2.30	40.23
105.70	27.30	24.50	39.80	-2.70	40.21
105.80	27.20	24.50	40.10	-2.60	40.29
105.90	27.10	24.50	39.80	-2.30	40.29
106.00	27.20	24.50	39.90	-2.70	40.29
106.10	27.20	24.50	39.80	-2.60	40.32
106.20	27.10	24.40	39.60	-2.40	40.24
106.30	27.20	24.40	40.20	-2.40	40.32
106.40	27.20	24.40	41.20	-3.30	40.27
106.50	27.40	24.60	40.20	-2.60	40.24
106.60	27.40	24.50	40.20	-2.60	40.29
106.70	27.40	24.50	39.80	-3.20	40.27
106.80	27.20	24.40	40.10	-2.70	40.28
106.90	27.20	24.40	39.50	-2.90	40.27
107.00	27.20	24.40	40.10	-3.00	40.27
107.10	27.30	24.30	40.10	-3.00	40.29
107.20	27.10	24.40	39.80	-3.00	40.32
107.30	27.30	24.40	40.20	-3.30	40.28
107.40	27.30	24.40	39.80	-3.00	40.23
107.50	27.20	24.40	39.90	-3.20	40.24
107.60	27.10	24.40	40.70	-3.30	40.30
107.70	27.10	24.40	39.90	-3.30	40.33
107.80	27.30	24.30	40.10	-3.30	40.29
107.90	27.30	24.30	39.90	-2.90	40.32
108.00	27.30	24.20	39.90	-2.90	40.29
108.10	27.20	24.30	39.90	-3.00	40.24
108.20	27.20	24.30	39.60	-3.30	40.29
108.30	27.10	24.30	39.60	-3.60	40.24
108.40	27.20	24.20	39.80	-3.50	40.29
108.50	27.20	24.20	39.90	-3.80	40.32
108.60	27.10	24.20	39.60	-3.60	40.24
108.70	27.20	24.20	39.80	-3.50	40.30
108.80	27.20	24.20	39.90	-3.60	40.29
108.90	27.20	24.30	39.90	-3.60	40.33
109.00	27.20	24.10	40.20	-4.00	40.30
109.10	27.20	24.10	39.60	-3.60	40.27
109.20	27.30	24.20	40.50	-3.80	40.21
109.30	27.30	24.30	40.10	-4.10	40.23
109.40	27.30	24.30	40.10	-3.60	40.30
109.50	27.20	24.20	38.40	-3.60	40.21
109.60	27.20	24.20	39.90	-3.60	40.28
109.70	27.20	24.20	40.10	-3.60	40.28
109.80	27.20	24.10	40.10	-3.60	40.30
109.90	27.20	24.20	39.80	-4.40	40.29
110.00	27.20	24.20	40.10	-4.30	40.34
110.10	27.10	24.10	39.60	-4.00	40.24
110.20	27.10	24.20	39.90	-4.40	40.29
110.30	27.10	24.20	40.10	-4.40	40.32
110.40	27.20	24.10	40.10	-3.80	40.29
110.50	27.10	24.10	39.90	-4.30	40.29
110.60	27.10	24.10	39.90	-4.30	40.32
110.70	27.10	24.10	39.90	-4.10	40.26
110.80	27.20	24.10	39.80	-4.40	40.33
110.90	27.30	24.20	40.20	-4.00	40.27
111.00	27.30	24.20	40.10	-4.40	40.33
111.10	27.20	24.20	39.90	-4.90	40.23
111.20	27.20	24.20	39.50	-4.40	40.32
111.30	27.20	24.20	40.10	-4.70	40.24
111.40	27.10	24.20	40.10	-4.10	40.23
111.50	27.10	24.10	40.10	-4.10	40.20
111.60	27.20	24.10	39.90	-4.40	40.24
111.70	27.20	24.10	39.80	-4.30	40.26
111.80	27.20	24.10	39.60	-4.70	40.29
111.90	27.20	24.10	39.90	-5.00	40.23
112.00	27.20	24.10	39.90	-4.70	40.23
112.10	27.10	24.00	40.10	-4.90	40.28
112.20	27.20	24.00	39.90	-5.20	40.23
112.30	27.20	24.00	39.80	-4.90	40.21
112.40	27.20	24.20	39.80	-4.90	40.23
112.50	27.20	24.10	39.60	-4.40	40.35
112.60	27.20	24.10	39.90	-5.00	40.21
112.70	27.20	24.10	40.20	-5.20	40.30
112.80	27.10	24.00	39.60	-4.90	40.26
112.90	27.10	24.00	39.80	-5.20	40.30
113.00	27.30	24.10	40.40	-5.30	40.23
113.10	27.20	24.20	39.90	-5.00	40.28
113.20	27.20	24.20	39.60	-4.90	40.28
113.30	27.20	24.10	39.60	-4.90	40.30
113.40	27.00	23.90	39.80	-5.00	40.23
113.50	27.10	24.10	40.20	-4.90	40.30
113.60	27.10	24.10	39.60	-5.20	40.23
113.70	27.10	24.00	40.20	-5.20	40.28
113.80	27.10	24.10	39.80	-5.20	40.30
113.90	27.10	24.10	39.90	-5.00	40.28
114.00	27.00	24.10	40.40	-5.50	40.28
114.10	27.00	24.10	39.90	-5.20	40.28
114.20	27.30	24.00	39.90	-5.50	40.28
114.30	27.10	24.20	40.10	-7.00	40.23
114.40	27.10	24.20	39.50	-5.70	40.27
114.50	27.10	24.00	40.10	-5.50	40.26
114.60	27.10	24.20	39.80	-5.20	40.28
114.70	27.10	24.20	39.60	-5.50	40.24
114.80	27.10	23.90	40.40	-5.50	40.21
114.90	27.10	24.00	39.90	-5.50	40.28
115.00	27.20	24.10	39.90	-5.50	40.26
115.10	27.20	24.10	39.90	-5.30	40.30
